Label,pattern_size,pattern_energy
DSC_1089_RAB933d,1,152.329535563
DSC_1089_RAB933d,6,729.325391982
DSC_1089_RAB933d,11,791.884349067
DSC_1089_RAB933d,16,723.531863994
DSC_1089_RAB933d,21,664.537260467
DSC_1089_RAB933d,26,629.133299104
DSC_1089_RAB933d,31,607.013183180
DSC_1089_RAB933d,36,587.262237592
DSC_1089_RAB933d,41,563.209750058
DSC_1089_RAB933d,46,534.092735628
DSC_1089_RAB933d,51,502.384286184
DSC_1089_RAB933d,56,470.938661101
DSC_1089_RAB933d,61,441.744637572
DSC_1089_RAB933d,66,415.841403554
DSC_1089_RAB933d,71,393.630669277
DSC_1089_RAB933d,76,375.165946505
DSC_1089_RAB933d,81,360.310811132
DSC_1089_RAB933d,86,348.801151398
DSC_1089_RAB933d,91,340.270037985
DSC_1089_RAB933d,96,334.273890187
DSC_1089_RAB933d,101,330.328590686
DSC_1089_RAB933d,106,327.950450104
DSC_1089_RAB933d,111,326.691290331
DSC_1089_RAB933d,116,326.162067731
DSC_1092_RAB933v,1,207.741522983
DSC_1092_RAB933v,6,791.351764360
DSC_1092_RAB933v,11,1139.705283870
DSC_1092_RAB933v,16,1342.933748365
DSC_1092_RAB933v,21,1455.938495795
DSC_1092_RAB933v,26,1514.532115826
DSC_1092_RAB933v,31,1515.191194027
DSC_1092_RAB933v,36,1462.068417651
DSC_1092_RAB933v,41,1372.960756755
DSC_1092_RAB933v,46,1267.584502815
DSC_1092_RAB933v,51,1161.496620932
DSC_1092_RAB933v,56,1065.277274358
DSC_1092_RAB933v,61,985.168679818
DSC_1092_RAB933v,66,923.820413034
DSC_1092_RAB933v,71,881.039251607
DSC_1092_RAB933v,76,854.628993899
DSC_1092_RAB933v,81,841.290702857
DSC_1092_RAB933v,86,837.434111622
DSC_1092_RAB933v,91,839.752461154
DSC_1092_RAB933v,96,845.517013007
DSC_1092_RAB933v,101,852.648436507
DSC_1092_RAB933v,106,859.659828702
DSC_1092_RAB933v,111,865.548103381
DSC_1092_RAB933v,116,869.680029295
DSC_1101_RAB937d,1,154.354551292
DSC_1101_RAB937d,6,714.003007264
DSC_1101_RAB937d,11,693.312439526
DSC_1101_RAB937d,16,671.618082242
DSC_1101_RAB937d,21,687.274954102
DSC_1101_RAB937d,26,711.186298605
